date,code,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,text
2023-01-03,18,-2.137073407126877e-09,-5.7755835669581765e-09,1.6397366797704647e-09,0.0085058817639946,1.8284184166716955e-09,4.427069377754833e-09,4.285702380002476e-05,0.0183998513966798,"핵심 주제: 2023년 초 다양한 기업들이 신기술 제품 출시, 주요 임원 변경, 인수합병 추진, 주식 시장 실적 발표 등 활발한 경영 활동과 시장 동향을 보였다."
2023-01-04,7,2.1558712343459348e-29,2.3831111066310774e-29,-2.435561476485672e-30,0.532355546951294,-1.8520834708617992e-29,1.442393935487224e-27,0.0283074099570512,0.1833647042512893,"핵심 주제: 기업 활동 및 산업별 시장 분석
핵심 내용: 다수의 기업이 재무 실적, 신기술/신제품(CES 2023 포함), M&A, 인력 변동, 규제 승인 등 사업 현황을 발표했다. 동시에 여러 산업의 시장 성장 전망 및 동향 보고서도 공개되었다."
2023-01-05,28,2.047892655460192e-31,-2.310830241117659e-30,3.758218598194747e-31,0.0084879174828529,-9.396132479420752e-32,2.516197379686542e-31,0.0001368506345897,0.1391255110502243,"핵심 주제: 주요 기업들의 신기술 발표, 제품 출시, 사업 재편 및 실적 공개와 더불어, 불안정한 글로벌 경제 상황 속 다양한 산업의 시장 동향과 고용 변화."
2023-01-06,11,-8.994680788181814e-26,-2.3351295724158664e-35,-1.8540363620998765e-37,0.2364847660064697,-2.1105359296738287e-36,1.0180947388922214e-34,0.0040572062134742,0.5933292508125305,"핵심 주제: AI, 헬스케어, 에너지 등 다양한 산업 분야에서 기술 혁신을 기반으로 한 시장의 성장 및 확장 동향이 두드러지며, 기업들은 신규 투자, 전략적 파트너십, 혁신 제품 출시 및 긍정적 재무 성과 발표를 통해 활발한 사업 확장을 추진하고 있다."
2023-01-09,7,2.1558712343459348e-29,2.3831111066310774e-29,-2.435561476485672e-30,0.532355546951294,-1.8520834708617992e-29,1.442393935487224e-27,0.0283074080944061,0.1833646893501281,"핵심 주제: 기업 활동 및 산업별 시장 분석
핵심 내용: 다수의 기업이 재무 실적, 신기술/신제품(CES 2023 포함), M&A, 인력 변동, 규제 승인 등 사업 현황을 발표했다. 동시에 여러 산업의 시장 성장 전망 및 동향 보고서도 공개되었다."
2023-01-10,11,-8.994680788181814e-26,-2.3351295724158664e-35,-1.8540363620998765e-37,0.2364847362041473,-2.1105359296738287e-36,1.0180947388922214e-34,0.0040572048164904,0.5933292508125305,"핵심 주제: AI, 헬스케어, 에너지 등 다양한 산업 분야에서 기술 혁신을 기반으로 한 시장의 성장 및 확장 동향이 두드러지며, 기업들은 신규 투자, 전략적 파트너십, 혁신 제품 출시 및 긍정적 재무 성과 발표를 통해 활발한 사업 확장을 추진하고 있다."
2023-01-11,9,-5.63069389839354e-24,-1.5608384614370638e-25,3.1737294166670703e-24,0.045644212514162,1.960850252863428e-23,-4.0711253551024624e-24,-0.0011243203189224,0.3368046879768371,"핵심 주제: 다양한 산업 분야에서 기업들은 실적 발표, 투자 유치, 시장 확장, 기술 혁신을 이어가고 있으며, AI, ESG 등 신기술 및 지속가능성 관련 동향과 함께 광범위한 시장 성장 및 예측이 나타나고 있습니다."
2023-01-12,0,-1.5473174413146334e-36,-3.20427505735137e-35,-1.1414504660443912e-36,0.4186395108699798,8.248636283783035e-36,1.840038421796941e-36,0.0192560032010078,0.4461044073104858,"핵심 주제: 다양한 산업 분야에서 기업의 인수합병, 투자 유치, 전략적 제휴, 주요 임원 교체 등 사업 확장이 활발하며, 신기술 기반 제품 및 서비스 출시, 그리고 광범위한 시장의 성장 전망과 재무 성과 발표가 이어지고 있습니다."
2023-01-13,11,-8.994680788181814e-26,-2.3351295724158664e-35,-1.8540363620998765e-37,0.2364847362041473,-2.1105359296738287e-36,1.0180947388922214e-34,0.0040572048164904,0.5933292508125305,"핵심 주제: AI, 헬스케어, 에너지 등 다양한 산업 분야에서 기술 혁신을 기반으로 한 시장의 성장 및 확장 동향이 두드러지며, 기업들은 신규 투자, 전략적 파트너십, 혁신 제품 출시 및 긍정적 재무 성과 발표를 통해 활발한 사업 확장을 추진하고 있다."
2023-01-17,18,-2.137073407126877e-09,-5.7755835669581765e-09,1.6397366797704647e-09,0.0085058817639946,1.8284184166716955e-09,4.427069377754833e-09,4.285713657736778e-05,0.0183998495340347,"핵심 주제: 2023년 초 다양한 기업들이 신기술 제품 출시, 주요 임원 변경, 인수합병 추진, 주식 시장 실적 발표 등 활발한 경영 활동과 시장 동향을 보였다."
